Reaction,Days,Subject,Country,Age,Caff
255.22617359775387,5,tlgv371,Ireland,35,1
285.94617601005336,6,tlgv371,Ireland,35,1
273.5792232535537,7,tlgv371,Ireland,35,1
346.19520975963695,8,tlgv371,Ireland,35,1
277.53801129763843,9,tlgv371,Ireland,35,1
196.08278888687892,0,tlgv372,Ireland,33,1
288.8509160558384,1,tlgv372,Ireland,33,1
268.596602009619,2,tlgv372,Ireland,33,1
286.89066683760325,3,tlgv372,Ireland,33,1
305.050892494752,4,tlgv372,Ireland,33,1
330.6148792979589,5,tlgv372,Ireland,33,1
318.27605986837654,6,tlgv372,Ireland,33,1
374.36655522580503,7,tlgv372,Ireland,33,1
322.73503144874337,8,tlgv372,Ireland,33,1
353.2685274374381,9,tlgv372,Ireland,33,1
213.4932216595979,0,gcdx308,Switzerland,32,0
167.5295332994238,1,gcdx308,Switzerland,32,0
192.43357386424495,2,gcdx308,Switzerland,32,0
263.8625126199526,3,gcdx308,Switzerland,32,0
209.0012002861357,4,gcdx308,Switzerland,32,0
241.91271635283763,5,gcdx308,Switzerland,32,0
239.61618216791015,6,gcdx308,Switzerland,32,0
286.3475551379072,7,gcdx308,Switzerland,32,0
281.1143129162942,8,gcdx308,Switzerland,32,0
260.1214556147206,9,gcdx308,Switzerland,32,0
271.052839460978,0,gcdx309,Switzerland,37,0
245.90328172201245,1,gcdx309,Switzerland,37,0
230.1599708471608,2,gcdx309,Switzerland,37,0
200.79117657961004,3,gcdx309,Switzerland,37,0
262.168837817632,4,gcdx309,Switzerland,37,0
226.85863592115294,5,gcdx309,Switzerland,37,0
263.0791441669585,6,gcdx309,Switzerland,37,0
290.0615935713787,7,gcdx309,Switzerland,37,0
314.9477698858524,8,gcdx309,Switzerland,37,0
348.14570069725585,9,gcdx309,Switzerland,37,0
252.4877571784785,0,gcdx310,Switzerland,23,1
245.9096581205296,1,gcdx310,Switzerland,23,1
263.92837439039204,2,gcdx310,Switzerland,23,1
296.9166327278925,3,gcdx310,Switzerland,23,1
260.6651887005788,4,gcdx310,Switzerland,23,1
273.6837410529056,5,gcdx310,Switzerland,23,1
315.33948736275147,6,gcdx310,Switzerland,23,1
324.7625893328208,7,gcdx310,Switzerland,23,1
299.0135182268573,8,gcdx310,Switzerland,23,1
364.72690935992193,9,gcdx310,Switzerland,23,1
247.52417104597777,0,gcdx330,Switzerland,36,1
286.9396057999275,1,gcdx330,Switzerland,36,1
