Educ,Skill,Salary
17,1.57,58.932497185970256
4,-2.51,18.534827354564822
19,0.63,35.96561162102394
22,1.83,65.66214998606117
17,0.1,33.501041506938094
22,1.21,59.37710384495533
17,-1.66,54.97277747364151
14,1.27,28.67432857583942
22,0.74,52.3989255888501
16,0.3,36.87794895633671
12,-2.04,23.147143133468987
10,-2.71,44.58115943555096
20,0.35,46.98789637860156
18,-0.16,41.118612377298724
21,1.05,28.465822907512862
12,0.49,31.86239291702156
14,-0.82,38.871588511224175
18,-0.01,45.77197608806964
9,-0.65,71.0356060436365
15,-0.38,66.81019690713067
15,1,58.21070922994683
9,-2.06,28.654070307406318
21,0.27,44.585185319933125
11,-2.08,30.285523713187786
16,0.07,50.03315148071565
14,-1.25,33.882372723939056
14,0.63,53.08611017902482
12,-0.88,25.359367562597456
14,-0.95,41.04120696509695
13,-0.59,10.571533719045867
14,-1.05,22.50792752700783
10,-1.33,37.50989116389708
17,0.57,33.2913228905404
16,-0.72,31.632648753657207
20,1.13,60.541155735602466
21,1.38,36.493520545776185
16,0.68,32.133683274086735
18,-0.39,28.45035855670133
12,-1.76,30.641447806180132
19,-0.93,29.184966185352692
12,-1.23,21.19663058690777
12,-2.04,42.61142646146472
20,0.87,43.71540778845536
17,1.13,43.47286207891376
18,0.15,50.04202039005577
18,0.38,26.394623541033777
12,-1.51,30.07506794268057
19,1.23,46.98297374195074
14,-0.85,30.88101812285278
19,-1.08,46.44963425240145
15,-1.47,32.404516013373936
13,1.28,40.19738023971283
17,-0.41,34.286042523569506
13,0.98,29.916393977804844
14,0.12,65.5480681221595
17,0.31,40.30435169082558
17,-1.08,41.11746624624609
14,1.57,60.99610763425769
16,1.82,55.919170528628214
17,-0.88,44.14261853635226
11,-0.18,43.62983738492786
19,-0.07,41.029481814965635
19,1.08,52.23835326999406
17,-0.63,31.453823157627845
18,1.31,55.754154796297186
15,-0.1,45.35204334931505
16,0.96,41.229053283564
21,1.36,37.90825933921195
15,0.58,39.0197559004263
15,-0.89,44.26112263550579
15,-0.1,40.594814117526774
16,-0.09,62.39148098611257
19,-0.1,36.192199577083834
12,0.76,40.96747723398589
13,0.29,58.81529778472955
10,0.05,30.81418118680242
12,-1,43.773304232098695
14,-0.39,33.15632568388718
24,1.96,74.08588364583679
17,-0.56,37.242561646179
16,0.32,37.97159917632758
18,-0.78,25.267424106512607
17,-0.47,33.767248693860104
14,0.89,39.479928105923854
20,1.99,45.520248423723956
10,-2.46,35.7725702282863
18,-0.11,50.25499878396681
14,0.87,51.167663358210625
13,0.11,37.751315730417645
16,1.06,57.9555331822332
14,-1.38,28.83926323272452
13,-0.24,60.09639321002348
13,-0.82,34.19078925256556
20,1.57,56.046302838310396
13,-1.13,36.89879861747245
20,1.43,36.56876444124866
12,-0.74,40.99399468148825
15,0.13,41.913751614666126
11,-3.25,40.227767758332256
20,2.51,21.64546631666923
15,-0.11,37.00429794423724
15,-0.48,40.220424454347466
8,-1.81,33.52480512547123
13,-0.33,30.459526437901815
12,-0.64,29.6317052160962
15,-1.24,1.1129676548957121
16,0.46,34.60089984662029
17,0.44,22.12033368463551
11,-0.88,41.86196179531783
11,0.12,33.49005898360871
15,-0.33,46.65818774380427
10,-1.29,38.79246307914561
17,0.94,35.75017993703159
11,0.1,49.665965591605904
16,0.62,43.041943928350825
16,1.83,38.081155387473366
14,-1.35,46.22106668834643
11,-0.89,46.53794162200143
15,2.14,51.23325809495661
17,-0.76,53.098030001046396
20,0.96,61.97339928571506
17,1.61,49.10446661537196
12,-0.6,53.96054399767726
18,0.5,35.95223426958295
13,-1.01,49.20806869578657
12,-1.47,12.902535950836953
