schoolid,childid,year,math
2020,292029901,-1.5,-2.7179999351501465
2020,292029901,-0.5,-1.378000020980835
2020,292029901,0.5,-0.6230000257492065
2020,292029901,1.5,0.8109999895095825
2020,292029901,2.5,1.9730000495910645
2020,292033851,-1.5,-2.9600000381469727
2020,292033851,-0.5,-1.25
2020,292033851,0.5,-0.7250000238418579
2020,292033851,1.5,0.12800000607967377
2020,292033851,2.5,1.5140000581741333
2020,295341521,-2.5,-2.7320001125335693
2020,295341521,-1.5,-1.8980000019073486
2020,295341521,-0.5,-0.9210000038146973
2020,295341521,0.5,0.5870000123977661
2020,295341521,1.5,1.5779999494552612
2020,295341521,2.5,2.299999952316284
2020,298046562,0.5,0.003000000026077032
2020,298046562,1.5,0.5730000138282776
2020,298046562,2.5,1.1480000019073486
2020,301853741,-1.5,-0.7329999804496765
2020,301853741,-0.5,-0.6449999809265137
2020,301853741,0.5,1.1460000276565552
2020,307407931,-1.5,-0.7329999804496765
2020,307407931,-0.5,-0.1120000034570694
2020,307407931,0.5,1.1460000276565552
2020,307694141,-1.5,-2.4739999771118164
2020,307694141,-0.5,-1.5049999952316284
2020,307694141,0.5,-0.6230000257492065
2020,307694141,1.5,-0.3499999940395355
2040,253404261,-2.5,-2.187999963760376
2040,253404261,-1.5,-1.5410000085830688
2040,253404261,-0.5,-0.35100001096725464
2040,253404261,0.5,1.309000015258789
2040,253404261,1.5,1.4210000038146973
2040,253404261,2.5,2.681999921798706
2040,253413681,-1.5,-3.3949999809265137
2040,253413681,-0.5,-3.2320001125335693
2040,253413681,0.5,-2.052999973297119
2040,270199271,-1.5,-1.9869999885559082
2040,270199271,0.5,-0.4189999997615814
2040,270199271,1.5,-0.24400000274181366
2040,285939962,-0.5,-0.7850000262260437
2040,285939962,0.5,0.5870000123977661
2040,285939962,1.5,1.4210000038146973
2040,288699161,-1.5,-2.1619999408721924
2040,288699161,-0.5,0.2409999966621399
2040,288699161,0.5,0.22699999809265137
2040,288699161,1.5,1.2730000019073486
2040,288699161,2.5,3.055000066757202
2040,289970511,-1.5,-1.8300000429153442
2040,289970511,-0.5,-1.184999942779541
2040,289970511,0.5,0.8519999980926514
2040,289970511,1.5,0.5730000138282776
2040,289970511,2.5,1.7359999418258667
2040,292772811,-1.5,-3.1440000534057617
2040,292772811,-0.5,-2.0969998836517334
2040,292772811,0.5,-0.3160000145435333
2040,293550291,-1.5,-2.0969998836517334
2040,293550291,-0.5,-1.3140000104904175
2040,293550291,0.5,0.003000000026077032
2040,293550291,1.5,0.18199999630451202
2040,299680041,-1.5,-1.5379999876022339
2040,299680041,-0.5,-0.9419999718666077
2040,299680041,0.5,-0.5220000147819519
2040,299680041,1.5,0.6320000290870667
2040,299680041,2.5,1.7940000295639038
2040,303652591,-1.5,-1.8980000019073486
2040,303652591,-0.5,-0.7160000205039978
2040,303652591,0.5,0.7160000205039978
2040,303652591,1.5,1.065999984741211
2040,303652591,2.5,2.371000051498413
2040,303653561,-2.5,-3.2320001125335693
2040,303653561,-1.5,-2.187999963760376
2040,303653561,-0.5,-1.4639999866485596
2040,303654611,-1.5,-1.9869999885559082
2040,303654611,-0.5,-1.6160000562667847
2040,303654611,0.5,-1.6649999618530273
2040,303654611,1.5,-0.3499999940395355
2040,303654611,2.5,1.0470000505447388
2040,303658951,-1.5,-1.7719999551773071
2040,303658951,-0.5,-0.1940000057220459
2040,303658951,0.5,1.6779999732971191
2040,303660691,-1.5,-2.187999963760376
2040,303660691,-0.5,-1.5679999589920044
2040,303660691,0.5,-1.2359999418258667
2040,303660691,1.5,-0.24400000274181366
2040,303662391,-2.5,-3.3949999809265137
2040,303662391,-1.5,-2.4739999771118164
2040,303662391,-0.5,-1.965999960899353
2040,303662391,0.5,-0.9279999732971191
2040,303662391,1.5,0.18199999630451202
2040,303662391,2.5,0.7979999780654907
2040,303663601,-2.5,-3.2320001125335693
2040,303663601,-1.5,-2.5350000858306885
2040,303663601,-0.5,-0.7850000262260437
2040,303663601,0.5,0.34299999475479126
2040,303663601,1.5,0.5730000138282776
2040,303663601,2.5,1.3020000457763672
2040,303668751,-1.5,-1.2760000228881836
2040,303668751,-0.5,0.33799999952316284
2040,303668751,0.5,0.8519999980926514
2040,303668751,1.5,0.12800000607967377
2040,303668751,2.5,2.299999952316284
2040,303671891,-2.5,-3.2320001125335693
2040,303671891,-1.5,-2.2249999046325684
2040,303671891,-0.5,-0.9879999756813049
2040,303671891,0.5,-1.2359999418258667
2040,303671891,1.5,0.020999999716877937
2040,303672001,-1.5,-1.1299999952316284
2040,303672001,-0.5,-0.4269999861717224
2040,303672001,0.5,0.9950000047683716
2040,303672861,-1.5,-2.377000093460083
2040,303672861,-0.5,-0.4269999861717224
2040,303672861,0.5,0.9950000047683716
2040,303673321,-1.5,-2.377000093460083
2040,303673321,0.5,-1.2359999418258667
2040,303673321,1.5,-0.7250000238418579
2040,303673321,2.5,0.6499999761581421
