ppt,joke_label,joke_id,delivery,rating
PPTID2,Why did the chicken cross the playground? To get to the other slide,7,video,33
PPTID2,"A couple of New Jersey hunters are out in the woods when one of them falls to the ground. He doesn't seem to be breathing, his eyes are rolled back in his head. The other guy whips out his cell phone and calls the emergency services. He gasps to the operator: ""My friend is dead! What can I do?"" The operator, in a calm soothing voice says: ""Just take it easy. I can help. First, let's make sure he's dead."" There is a silence, then a shot is heard. The guy's voice comes back on the line. He says: ""OK, now what?""",8,audio,33
PPTID2,"There were two cows in a field. One said ""moo"", the other one said ""I was going to say that!""",9,video,51
PPTID2,"A patient says: ""Doctor, last night I made a Freudian slip, I was having dinner with my mother-in-law and wanted to say: ""Could you please pass the butter."" But instead I said: ""You silly cow, you have completely ruined my life"".""",10,video,31
PPTID2,"A termite walks into a cocktail lounge and asks a customer ""is the bar tender here?""",11,audio,34
PPTID2,"A man and a friend are playing golf one day at their local golf course. One of the guys is about to chip onto the green when he sees a long funeral procession on the road next to the course. He stops in mid-swing, takes off his golf cap, closes his eyes, and bows down in prayer. His friend says: ""Wow, that is the most thoughtful and touching thing I have ever seen. You truly are a kind man."" The man then replies: ""Yeah, well we were married 35 years.""",12,audio,39
PPTID2,What's ET short for? Because he's got little legs,13,video,46
PPTID2,"Patient: ""Doctor, I've got a strawberry stuck up my bum."" Doctor: ""I've got some cream for that.""",14,audio,46
PPTID2,What lies on the bottom of the ocean and shakes? A nervous wreck,15,video,23
PPTID2,"When NASA first started sending up astronauts, they quickly discovered that ballpoint pens would not work in zero gravity. To combat the problem, NASA scientists spent a decade and $12 billion to develop a pen that writes in zero gravity, upside down, underwater, on almost any surface including glass and at temperatures ranging from below freezing to 300 C. The Russians used a pencil.",16,audio,33
PPTID2,I want to die peacefully in my sleep like my grandfather. Not screaming in terror like his passengers,17,audio,28
PPTID2,"A doctor says to his patient, 'I have bad news and worse news'. 'Oh dear, what's the bad news?' asks the patient. The doctor replies, 'You only have 24 hours to live'. 'That's terrible', said the patient. 'How can the news possibly be worse?' The doctor replies, 'I've been trying to contact you since yesterday'",18,audio,30
PPTID2,"How many psychiatrists does it take to change a lightbulb? Just one, but the lightbulb really has to want to change.",19,video,47
PPTID2,Why do ducks have webbed feet? To stamp out fires. Why do elephants have flat feet? To stamp out burning ducks.,20,video,32
PPTID2,"A general noticed one of his soldiers behaving oddly. The soldier would pick up any piece of paper he found, frown and say: ""That's not it"" and put it down again. This went on for some time, until the general arranged to have the soldier psychologically tested. The psychologist concluded that the soldier was deranged, and wrote out his discharge from the army. The soldier picked it up, smiled and said: ""That's it.""",21,video,44
PPTID2,Two fish in a tank. One turns to the other and says ‘Do you know how to drive this?',22,audio,31
PPTID2,"A man goes into the doctor with a penguin on his head. The doctor says ""what can I do for you?"" and the penguin says ""well doc, it started as this growth thing on my foot…""",23,audio,41
PPTID2,"Sherlock Holmes and Dr Watson go on a camping trip. After a good dinner and a bottle of wine, they retire for the night, and go to sleep. Some hours later, Holmes wakes up and nudges his faithful friend. ""Watson, look up at the sky and tell me what you see."" ""I see millions and millions of stars, Holmes"" replies Watson. ""And what do you deduce from that?"" Watson ponders for a minute. ""Well, astronomically, it tells me that there are millions of galaxies and potentially billions of planets. Astrologically, I observe that Saturn is in Leo. Horologically, I deduce that the time is approximately a quarter past three. Meteorologically, I suspect that we will have a beautiful day tomorrow. Theologically, I can see that God is all powerful, and that we are a small and insignificant part of the universe... What does it tell you, Holmes?"" Holmes is silent for a moment. ""Watson, you idiot!"" he says. ""Someone has stolen our tent!""",24,audio,32
PPTID2,"Two weasels are sitting on a bar stool. One starts to insult the other one. He screams, ""I slept with your mother!"" The bar gets quiet as everyone listens to see what the other weasel will do. The first again yells, ""I SLEPT WITH YOUR MOTHER!"" The other says, ""Go home dad you're drunk.""",25,video,39
PPTID2,Why did the cow win the nobel prize? She was outstanding in her field.,26,video,39
PPTID2,"At the parade, the Colonel noticed something unusual going on and asked the Major: ""Major Barry, what the devil's wrong with Sergeant Jones' platoon? They seem to be all twitching and jumping about."" ""Well sir,"" says Major Barry after a moment of observation. ""There seems to be a weasel chomping on his privates.""",27,video,40
PPTID2,"An Alsatian went to a telegram office, took out a blank form and wrote:
""Woof. Woof. Woof. Woof. Woof. Woof. Woof. Woof. Woof.""
The clerk examined the paper and politely told the dog: ""There are only nine
words here. You could send another ‘Woof' for the same price.""
""But,"" the dog replied, ""that would make no sense at all.""",28,audio,40
PPTID2,How many surrealists does it take to change a lightbulb? Two - one to hold the giraffe and one to fill the bathtub with brightly coloured machine tools.,29,video,41
PPTID2,What is red and looks like a bucket? A red bucket! What is blue and looks like a bucket? A red bucket in disguise!,30,audio,33
PPTID3,"Two hikers were walking through the woods when they noticed a bear charging towards them in the distance. The first hiker removed his trail boots and began to lace up his running shoes. The second hiker laughed and said ""Why bother changing out of your boots? You can't outrun a bear!"". The first hiker replied ""I don't have to outrun the bear, I only have to outrun you"".",1,video,26
PPTID3,"A turtle was walking down an alley in New York when he was mugged by a gang of snails. A police detective came to investigate and asked the turtle if he could explain what happened. The turtle looked at the detective with a confused look on his face and replied ""I don't know, it all happened so fast.""",2,video,40
PPTID3,"This woman rushed to see her doctor, looking very much worried and all strung out. She rattles off: ""Doctor, take a look at me. When I woke up this morning, I looked at myself in the mirror and saw my hair all wiry and frazzled up, my skin was all wrinkled and pasty, my eyes were bloodshot and bugging out, and I had this corpse-like look on my face! What's WRONG with me, Doctor!?"" The doctor looks her over for a couple of minutes, then calmly says: ""Well, I can tell you that there ain't nothing wrong with your eyesight....""",3,audio,27
PPTID3,"What did the grape say when the elephant trod on it? Nothing, it just gave a little wine",4,audio,44
PPTID3,"Texan: ""Where are you from?"" Harvard grad: ""I come from a place where we do not end our sentences with prepositions."" Texan: ""Okay – where are you from, jackass?""",5,audio,40
PPTID3,"A woman gets on a bus with her baby. The bus driver says: ""That's the ugliest
baby that I've ever seen. Ugh!"" The woman goes to the rear of the bus and sits
down, fuming. She says to a man next to her: ""The driver just insulted me!"" The
man says: ""You go right up there and tell him off – go ahead, I'll hold your
monkey for you.""",6,audio,43
PPTID3,Why did the chicken cross the playground? To get to the other slide,7,video,41
PPTID3,"A couple of New Jersey hunters are out in the woods when one of them falls to the ground. He doesn't seem to be breathing, his eyes are rolled back in his head. The other guy whips out his cell phone and calls the emergency services. He gasps to the operator: ""My friend is dead! What can I do?"" The operator, in a calm soothing voice says: ""Just take it easy. I can help. First, let's make sure he's dead."" There is a silence, then a shot is heard. The guy's voice comes back on the line. He says: ""OK, now what?""",8,audio,40
PPTID3,"There were two cows in a field. One said ""moo"", the other one said ""I was going to say that!""",9,video,45
PPTID3,"A patient says: ""Doctor, last night I made a Freudian slip, I was having dinner with my mother-in-law and wanted to say: ""Could you please pass the butter."" But instead I said: ""You silly cow, you have completely ruined my life"".""",10,audio,38
PPTID3,"A termite walks into a cocktail lounge and asks a customer ""is the bar tender here?""",11,video,30
PPTID3,"A man and a friend are playing golf one day at their local golf course. One of the guys is about to chip onto the green when he sees a long funeral procession on the road next to the course. He stops in mid-swing, takes off his golf cap, closes his eyes, and bows down in prayer. His friend says: ""Wow, that is the most thoughtful and touching thing I have ever seen. You truly are a kind man."" The man then replies: ""Yeah, well we were married 35 years.""",12,audio,33
PPTID3,What's ET short for? Because he's got little legs,13,video,52
PPTID3,"Patient: ""Doctor, I've got a strawberry stuck up my bum."" Doctor: ""I've got some cream for that.""",14,audio,30
PPTID3,What lies on the bottom of the ocean and shakes? A nervous wreck,15,audio,37
PPTID3,"When NASA first started sending up astronauts, they quickly discovered that ballpoint pens would not work in zero gravity. To combat the problem, NASA scientists spent a decade and $12 billion to develop a pen that writes in zero gravity, upside down, underwater, on almost any surface including glass and at temperatures ranging from below freezing to 300 C. The Russians used a pencil.",16,audio,39
PPTID3,I want to die peacefully in my sleep like my grandfather. Not screaming in terror like his passengers,17,video,30
PPTID3,"A doctor says to his patient, 'I have bad news and worse news'. 'Oh dear, what's the bad news?' asks the patient. The doctor replies, 'You only have 24 hours to live'. 'That's terrible', said the patient. 'How can the news possibly be worse?' The doctor replies, 'I've been trying to contact you since yesterday'",18,video,34
PPTID3,"How many psychiatrists does it take to change a lightbulb? Just one, but the lightbulb really has to want to change.",19,video,40
PPTID3,Why do ducks have webbed feet? To stamp out fires. Why do elephants have flat feet? To stamp out burning ducks.,20,audio,42
PPTID3,"A general noticed one of his soldiers behaving oddly. The soldier would pick up any piece of paper he found, frown and say: ""That's not it"" and put it down again. This went on for some time, until the general arranged to have the soldier psychologically tested. The psychologist concluded that the soldier was deranged, and wrote out his discharge from the army. The soldier picked it up, smiled and said: ""That's it.""",21,audio,37
PPTID3,Two fish in a tank. One turns to the other and says ‘Do you know how to drive this?',22,video,38
PPTID3,"A man goes into the doctor with a penguin on his head. The doctor says ""what can I do for you?"" and the penguin says ""well doc, it started as this growth thing on my foot…""",23,video,42
PPTID3,"Sherlock Holmes and Dr Watson go on a camping trip. After a good dinner and a bottle of wine, they retire for the night, and go to sleep. Some hours later, Holmes wakes up and nudges his faithful friend. ""Watson, look up at the sky and tell me what you see."" ""I see millions and millions of stars, Holmes"" replies Watson. ""And what do you deduce from that?"" Watson ponders for a minute. ""Well, astronomically, it tells me that there are millions of galaxies and potentially billions of planets. Astrologically, I observe that Saturn is in Leo. Horologically, I deduce that the time is approximately a quarter past three. Meteorologically, I suspect that we will have a beautiful day tomorrow. Theologically, I can see that God is all powerful, and that we are a small and insignificant part of the universe... What does it tell you, Holmes?"" Holmes is silent for a moment. ""Watson, you idiot!"" he says. ""Someone has stolen our tent!""",24,audio,37
PPTID3,"Two weasels are sitting on a bar stool. One starts to insult the other one. He screams, ""I slept with your mother!"" The bar gets quiet as everyone listens to see what the other weasel will do. The first again yells, ""I SLEPT WITH YOUR MOTHER!"" The other says, ""Go home dad you're drunk.""",25,video,42
PPTID3,Why did the cow win the nobel prize? She was outstanding in her field.,26,video,44
PPTID3,"At the parade, the Colonel noticed something unusual going on and asked the Major: ""Major Barry, what the devil's wrong with Sergeant Jones' platoon? They seem to be all twitching and jumping about."" ""Well sir,"" says Major Barry after a moment of observation. ""There seems to be a weasel chomping on his privates.""",27,audio,33
PPTID3,"An Alsatian went to a telegram office, took out a blank form and wrote:
""Woof. Woof. Woof. Woof. Woof. Woof. Woof. Woof. Woof.""
The clerk examined the paper and politely told the dog: ""There are only nine
words here. You could send another ‘Woof' for the same price.""
""But,"" the dog replied, ""that would make no sense at all.""",28,video,46
PPTID3,How many surrealists does it take to change a lightbulb? Two - one to hold the giraffe and one to fill the bathtub with brightly coloured machine tools.,29,audio,33
PPTID3,What is red and looks like a bucket? A red bucket! What is blue and looks like a bucket? A red bucket in disguise!,30,video,28
PPTID4,"Two hikers were walking through the woods when they noticed a bear charging towards them in the distance. The first hiker removed his trail boots and began to lace up his running shoes. The second hiker laughed and said ""Why bother changing out of your boots? You can't outrun a bear!"". The first hiker replied ""I don't have to outrun the bear, I only have to outrun you"".",1,video,36
PPTID4,"A turtle was walking down an alley in New York when he was mugged by a gang of snails. A police detective came to investigate and asked the turtle if he could explain what happened. The turtle looked at the detective with a confused look on his face and replied ""I don't know, it all happened so fast.""",2,audio,45
PPTID4,"This woman rushed to see her doctor, looking very much worried and all strung out. She rattles off: ""Doctor, take a look at me. When I woke up this morning, I looked at myself in the mirror and saw my hair all wiry and frazzled up, my skin was all wrinkled and pasty, my eyes were bloodshot and bugging out, and I had this corpse-like look on my face! What's WRONG with me, Doctor!?"" The doctor looks her over for a couple of minutes, then calmly says: ""Well, I can tell you that there ain't nothing wrong with your eyesight....""",3,video,42
PPTID4,"What did the grape say when the elephant trod on it? Nothing, it just gave a little wine",4,video,30
PPTID4,"Texan: ""Where are you from?"" Harvard grad: ""I come from a place where we do not end our sentences with prepositions."" Texan: ""Okay – where are you from, jackass?""",5,audio,44
PPTID4,"A woman gets on a bus with her baby. The bus driver says: ""That's the ugliest
baby that I've ever seen. Ugh!"" The woman goes to the rear of the bus and sits
down, fuming. She says to a man next to her: ""The driver just insulted me!"" The
man says: ""You go right up there and tell him off – go ahead, I'll hold your
monkey for you.""",6,video,38
PPTID4,Why did the chicken cross the playground? To get to the other slide,7,audio,40
PPTID4,"A couple of New Jersey hunters are out in the woods when one of them falls to the ground. He doesn't seem to be breathing, his eyes are rolled back in his head. The other guy whips out his cell phone and calls the emergency services. He gasps to the operator: ""My friend is dead! What can I do?"" The operator, in a calm soothing voice says: ""Just take it easy. I can help. First, let's make sure he's dead."" There is a silence, then a shot is heard. The guy's voice comes back on the line. He says: ""OK, now what?""",8,video,48
PPTID4,"There were two cows in a field. One said ""moo"", the other one said ""I was going to say that!""",9,audio,40
PPTID4,"A patient says: ""Doctor, last night I made a Freudian slip, I was having dinner with my mother-in-law and wanted to say: ""Could you please pass the butter."" But instead I said: ""You silly cow, you have completely ruined my life"".""",10,audio,34
PPTID4,"A termite walks into a cocktail lounge and asks a customer ""is the bar tender here?""",11,audio,38
PPTID4,"A man and a friend are playing golf one day at their local golf course. One of the guys is about to chip onto the green when he sees a long funeral procession on the road next to the course. He stops in mid-swing, takes off his golf cap, closes his eyes, and bows down in prayer. His friend says: ""Wow, that is the most thoughtful and touching thing I have ever seen. You truly are a kind man."" The man then replies: ""Yeah, well we were married 35 years.""",12,audio,34
PPTID4,What's ET short for? Because he's got little legs,13,video,30
PPTID4,"Patient: ""Doctor, I've got a strawberry stuck up my bum."" Doctor: ""I've got some cream for that.""",14,video,36
PPTID4,What lies on the bottom of the ocean and shakes? A nervous wreck,15,video,36
PPTID4,"When NASA first started sending up astronauts, they quickly discovered that ballpoint pens would not work in zero gravity. To combat the problem, NASA scientists spent a decade and $12 billion to develop a pen that writes in zero gravity, upside down, underwater, on almost any surface including glass and at temperatures ranging from below freezing to 300 C. The Russians used a pencil.",16,audio,31
PPTID4,I want to die peacefully in my sleep like my grandfather. Not screaming in terror like his passengers,17,audio,45
PPTID4,"A doctor says to his patient, 'I have bad news and worse news'. 'Oh dear, what's the bad news?' asks the patient. The doctor replies, 'You only have 24 hours to live'. 'That's terrible', said the patient. 'How can the news possibly be worse?' The doctor replies, 'I've been trying to contact you since yesterday'",18,video,29
PPTID4,"How many psychiatrists does it take to change a lightbulb? Just one, but the lightbulb really has to want to change.",19,video,39
PPTID4,Why do ducks have webbed feet? To stamp out fires. Why do elephants have flat feet? To stamp out burning ducks.,20,video,46
PPTID4,"A general noticed one of his soldiers behaving oddly. The soldier would pick up any piece of paper he found, frown and say: ""That's not it"" and put it down again. This went on for some time, until the general arranged to have the soldier psychologically tested. The psychologist concluded that the soldier was deranged, and wrote out his discharge from the army. The soldier picked it up, smiled and said: ""That's it.""",21,audio,31
PPTID4,Two fish in a tank. One turns to the other and says ‘Do you know how to drive this?',22,audio,37
PPTID4,"A man goes into the doctor with a penguin on his head. The doctor says ""what can I do for you?"" and the penguin says ""well doc, it started as this growth thing on my foot…""",23,video,29
PPTID4,"Sherlock Holmes and Dr Watson go on a camping trip. After a good dinner and a bottle of wine, they retire for the night, and go to sleep. Some hours later, Holmes wakes up and nudges his faithful friend. ""Watson, look up at the sky and tell me what you see."" ""I see millions and millions of stars, Holmes"" replies Watson. ""And what do you deduce from that?"" Watson ponders for a minute. ""Well, astronomically, it tells me that there are millions of galaxies and potentially billions of planets. Astrologically, I observe that Saturn is in Leo. Horologically, I deduce that the time is approximately a quarter past three. Meteorologically, I suspect that we will have a beautiful day tomorrow. Theologically, I can see that God is all powerful, and that we are a small and insignificant part of the universe... What does it tell you, Holmes?"" Holmes is silent for a moment. ""Watson, you idiot!"" he says. ""Someone has stolen our tent!""",24,audio,45
PPTID4,"Two weasels are sitting on a bar stool. One starts to insult the other one. He screams, ""I slept with your mother!"" The bar gets quiet as everyone listens to see what the other weasel will do. The first again yells, ""I SLEPT WITH YOUR MOTHER!"" The other says, ""Go home dad you're drunk.""",25,video,54
PPTID4,Why did the cow win the nobel prize? She was outstanding in her field.,26,audio,44
PPTID4,"At the parade, the Colonel noticed something unusual going on and asked the Major: ""Major Barry, what the devil's wrong with Sergeant Jones' platoon? They seem to be all twitching and jumping about."" ""Well sir,"" says Major Barry after a moment of observation. ""There seems to be a weasel chomping on his privates.""",27,video,54
PPTID4,"An Alsatian went to a telegram office, took out a blank form and wrote:
""Woof. Woof. Woof. Woof. Woof. Woof. Woof. Woof. Woof.""
The clerk examined the paper and politely told the dog: ""There are only nine
words here. You could send another ‘Woof' for the same price.""
""But,"" the dog replied, ""that would make no sense at all.""",28,video,39
PPTID4,How many surrealists does it take to change a lightbulb? Two - one to hold the giraffe and one to fill the bathtub with brightly coloured machine tools.,29,audio,46
PPTID4,What is red and looks like a bucket? A red bucket! What is blue and looks like a bucket? A red bucket in disguise!,30,audio,38
PPTID5,"Two hikers were walking through the woods when they noticed a bear charging towards them in the distance. The first hiker removed his trail boots and began to lace up his running shoes. The second hiker laughed and said ""Why bother changing out of your boots? You can't outrun a bear!"". The first hiker replied ""I don't have to outrun the bear, I only have to outrun you"".",1,video,32
PPTID5,"A turtle was walking down an alley in New York when he was mugged by a gang of snails. A police detective came to investigate and asked the turtle if he could explain what happened. The turtle looked at the detective with a confused look on his face and replied ""I don't know, it all happened so fast.""",2,video,39
PPTID5,"This woman rushed to see her doctor, looking very much worried and all strung out. She rattles off: ""Doctor, take a look at me. When I woke up this morning, I looked at myself in the mirror and saw my hair all wiry and frazzled up, my skin was all wrinkled and pasty, my eyes were bloodshot and bugging out, and I had this corpse-like look on my face! What's WRONG with me, Doctor!?"" The doctor looks her over for a couple of minutes, then calmly says: ""Well, I can tell you that there ain't nothing wrong with your eyesight....""",3,video,51
PPTID5,"What did the grape say when the elephant trod on it? Nothing, it just gave a little wine",4,audio,38
PPTID5,"Texan: ""Where are you from?"" Harvard grad: ""I come from a place where we do not end our sentences with prepositions."" Texan: ""Okay – where are you from, jackass?""",5,audio,38
PPTID5,"A woman gets on a bus with her baby. The bus driver says: ""That's the ugliest
baby that I've ever seen. Ugh!"" The woman goes to the rear of the bus and sits
down, fuming. She says to a man next to her: ""The driver just insulted me!"" The
man says: ""You go right up there and tell him off – go ahead, I'll hold your
monkey for you.""",6,video,48
PPTID5,Why did the chicken cross the playground? To get to the other slide,7,audio,29
PPTID5,"A couple of New Jersey hunters are out in the woods when one of them falls to the ground. He doesn't seem to be breathing, his eyes are rolled back in his head. The other guy whips out his cell phone and calls the emergency services. He gasps to the operator: ""My friend is dead! What can I do?"" The operator, in a calm soothing voice says: ""Just take it easy. I can help. First, let's make sure he's dead."" There is a silence, then a shot is heard. The guy's voice comes back on the line. He says: ""OK, now what?""",8,video,49
PPTID5,"There were two cows in a field. One said ""moo"", the other one said ""I was going to say that!""",9,audio,37
PPTID5,"A patient says: ""Doctor, last night I made a Freudian slip, I was having dinner with my mother-in-law and wanted to say: ""Could you please pass the butter."" But instead I said: ""You silly cow, you have completely ruined my life"".""",10,audio,30
PPTID5,"A termite walks into a cocktail lounge and asks a customer ""is the bar tender here?""",11,video,37
PPTID5,"A man and a friend are playing golf one day at their local golf course. One of the guys is about to chip onto the green when he sees a long funeral procession on the road next to the course. He stops in mid-swing, takes off his golf cap, closes his eyes, and bows down in prayer. His friend says: ""Wow, that is the most thoughtful and touching thing I have ever seen. You truly are a kind man."" The man then replies: ""Yeah, well we were married 35 years.""",12,video,48
PPTID5,What's ET short for? Because he's got little legs,13,audio,31
PPTID5,"Patient: ""Doctor, I've got a strawberry stuck up my bum."" Doctor: ""I've got some cream for that.""",14,video,28
PPTID5,What lies on the bottom of the ocean and shakes? A nervous wreck,15,video,42
PPTID5,"When NASA first started sending up astronauts, they quickly discovered that ballpoint pens would not work in zero gravity. To combat the problem, NASA scientists spent a decade and $12 billion to develop a pen that writes in zero gravity, upside down, underwater, on almost any surface including glass and at temperatures ranging from below freezing to 300 C. The Russians used a pencil.",16,video,30
PPTID5,I want to die peacefully in my sleep like my grandfather. Not screaming in terror like his passengers,17,audio,38
PPTID5,"A doctor says to his patient, 'I have bad news and worse news'. 'Oh dear, what's the bad news?' asks the patient. The doctor replies, 'You only have 24 hours to live'. 'That's terrible', said the patient. 'How can the news possibly be worse?' The doctor replies, 'I've been trying to contact you since yesterday'",18,video,45
