"age","dog","lifesat"
38.4010894258972,0,5.5
5.25426182663068,0,5.4
11.967548878165,0,5.4
9.86317108036019,0,5.6
35.3600746009033,0,4.9
7.14745699428022,0,5.3
43.5874622652773,0,5.1
38.9722705422901,0,5.4
36.8106867896859,0,4.8
15.1489064085763,1,5.5
51.9100278918631,0,4.6
26.1355758155696,0,4.5
31.6436303406954,0,5.1
9.0917304425966,0,5.4
32.9738022154197,0,4.6
57.8170621138997,0,4.9
35.4214741743635,1,5.2
46.7543234396726,0,4.9
39.1367163648829,0,5.2
9.20925391605124,1,5.2
52.2398983524181,1,4.9
59.0652480593417,0,4.8
11.7353681125678,0,5.5
30.4049671255052,1,5.2
21.3756789511535,0,5.3
35.7363066880498,0,4.9
44.9626270437147,1,5.5
17.3026785650291,0,5.3
57.0606348360889,0,4.5
24.5580734859686,0,5
33.4283522865735,0,4.9
27.9909344215412,0,4.8
14.3960227328353,0,5
40.6411687005311,0,5.2
22.5017658621073,0,5.1
35.960590725299,0,5.6
44.1094618407078,0,5.4
45.8170425170101,0,5.1
52.7936411090195,0,4.6
42.2176464984659,0,4.7
12.0130502828397,1,5.6
5.30026667402126,0,5.4
29.6620970731601,1,5.2
39.8747011891101,0,5
55.0452554889489,0,4.8
59.4904913206119,0,4.9
8.24999788659625,0,5.3
15.0865763996262,0,5.5
17.0282457733992,0,5
57.2157439566217,0,5.1
42.4184464965947,0,5.3
51.8775017198641,0,5.3
19.8120259062853,0,5.5
26.3816480606329,1,5.3
30.5251199775375,0,5.1
45.196447923081,0,5.3
20.7692834804766,0,5.3
20.0397740479093,1,5.4
26.8943625024986,0,4.9
51.7033946479205,0,5
10.8164057228714,0,5.8
51.6262950224336,0,4.9
44.4628387247212,0,4.8
32.2621218056884,0,4.8
5.39526832755655,0,5.2
55.5943905678578,0,4.6
8.8581498619169,0,5.5
35.8751710411161,0,4.9
52.2607031988446,0,5
33.1571943312883,1,5.4
55.8204155636486,0,5.1
10.6336786446627,0,5.2
6.03544742451049,0,5.5
39.1130472579971,0,5
25.8919686777517,0,5.3
22.4038327438757,1,5.3
58.0704839259852,1,5.1
31.7984420491848,1,5.4
12.1323757211212,0,5.3
14.5636982261203,1,5.2
25.730116761988,0,4.8
19.0111527452245,0,5
28.3439813926816,0,5.2
16.3056638196576,0,4.9
46.8074361723848,0,4.9
30.0135334732477,0,4.9
9.13538382039405,0,5.2
53.3349794847891,0,5.1
36.9360788061749,0,5.2
52.997995542828,1,5.5
10.041769631207,0,5.3
20.3460903326049,1,5.3
49.0194744407199,0,4.7
28.883327600779,1,5
21.0661417036317,0,5.6
16.4093919971492,1,5.4
56.8231927393936,0,5.2
22.4888384842779,0,4.9
49.5856556924991,0,5.4
32.2293002449442,1,4.9
52.2023975814227,0,4.8
44.987746279221,1,5
40.7830263953656,1,5.1
34.5563483075239,0,5.2
23.9328223862685,0,5
7.26088276365772,0,5.7
13.8580757123418,1,5
25.2602891880088,0,5.6
10.6362341472413,1,5.4
45.0187559123151,0,4.8
25.4810319922399,0,5
40.8755917288363,0,5.2
44.1252236161381,0,4.6
54.2618101357948,0,4.7
54.1160764417145,0,5
35.5569686857052,0,4.6
44.1578697005752,1,4.9
32.6868663239293,0,4.7
21.6908597410657,0,5
34.0039210533723,1,5.1
31.9185252510943,1,5.2
29.3342026579194,0,4.8
37.8774865914602,1,5.5
31.729927099077,0,5.3
35.7948614016641,1,5.3
45.0914777733851,0,5.1
10.1342556078453,1,5.9
9.50583860976622,0,5.2
38.6260087403934,0,4.7
5.13816532911733,0,5.7
35.9510821453296,0,4.9
22.6860274327919,0,5.6
50.7402770000044,0,4.7
31.8967451364733,0,5
5.54793672286905,0,5.7
12.0439049927518,0,5.3
13.3934025804047,0,5.7
7.55147424293682,0,5.2
47.0976255275309,0,5
45.0546253030188,0,5.1
20.0345415680204,1,5.2
43.1690942356363,0,5
31.2716907833237,0,5.2
56.5546287165489,0,4.8
50.3371471341234,0,5.3
29.0757396572735,0,5
29.2136363231111,0,4.9
17.4997900647577,0,5.2
37.3624522332102,0,4.6
31.2731010222342,1,5.5
13.7618915690109,0,5.5
45.935487372335,1,5.3
30.3122413752135,0,4.9
22.3644118243828,0,4.9
52.0050131028984,1,5.3
24.2787021177355,0,5.5
41.8468902760651,0,4.9
56.688167223474,1,5.1
58.9279927662574,0,5
44.4735728728119,0,5.1
47.5977189547848,0,5.2
29.1467039380223,0,4.7
35.4094227182213,0,5.2
29.5244292065036,0,5.1
54.5191844867077,0,5.3
46.1693796690088,0,4.8
14.9504643597174,0,5.1
22.8206627338659,0,5
42.8417687769979,1,5
24.8892790416721,0,4.8
9.5843802834861,1,5.4
9.77845531189814,0,5.6
33.3399718126748,0,4.7
32.095333567122,0,5
42.1050114673562,1,5.1
5.7381511956919,0,5.6
17.2888062172569,0,5.4
39.5016021281481,0,5.1
9.32190272607841,0,5.1
25.5131282261573,0,4.6
24.6676469466183,0,4.9
20.7551870075986,0,5.1
52.511745125521,0,4.9
23.3648534223903,0,4.9
17.608734651003,0,5.7
5.59430257533677,0,5.6
28.515039482154,0,5.3
19.7531747026369,0,5.4
31.5240984491538,1,5.4
33.594765382586,0,4.9
20.3937557444442,0,5.2
40.0414640596136,0,5.2
51.6514162044041,1,5.5
55.8189136232249,0,4.8
19.773897503037,0,5.6
22.8995753242634,0,4.6
14.0073328651488,0,5.3
36.4680763753131,1,5.7
27.2030584933236,0,4.5
58.524100104114,1,5.3
15.7373516377993,0,5
31.6200528200716,1,5.6
47.5796946964692,0,4.9
8.02918065572158,0,5
51.9581409008242,0,4.8
55.1384537690319,0,5
34.7291888587642,0,5.1
34.6681367931888,0,4.8
32.5588269368745,1,5
59.6657118853182,0,5.3
37.7181248180568,0,4.9
25.1607261237223,1,4.8
22.6083484268747,0,5
57.1627308393363,0,4.8
57.3485170293134,0,4.8
22.993166828528,0,5.4
56.6969050420448,0,4.8
29.160071600927,0,4.7
25.3689933090936,0,4.9
44.0529921615962,0,5
37.8228859277442,0,4.7
50.9992730757222,0,4.8
56.9240329659078,0,4.7
20.4470051906537,0,4.5
30.2255580644123,0,4.7
36.787602979457,0,4.6
29.2517250287347,0,5.2
15.778611645801,0,5.1
55.0709260092117,0,5
20.5726575211156,1,5.6
48.1069692026358,0,4.8
21.5694950614125,0,4.9
20.3987287555356,0,5
42.9678697802592,0,4.8
32.3724009492435,1,5.1
30.5479506705888,0,5.1
30.4898141906597,0,5.1
35.4852539021522,0,4.9
28.9951028069481,1,5.1
30.6386009010021,0,5.5
24.4160421588458,0,5.5
45.0107214332093,0,5
48.320403136313,0,5
50.4840316751506,1,5.2
20.8096429414582,0,5.1
8.7505445710849,1,5.9
22.1663670847192,0,5.2
59.7447025903966,0,5
50.0724946078844,0,4.8
51.0228367790114,0,5.2
7.04432004247792,0,5.4
8.03859992884099,0,5.8
34.8391387681477,0,4.8
28.4127674263436,0,5
10.5507378082257,0,5.7
17.5531297782436,0,4.7
24.8579531721771,1,5.7
33.263272595359,0,5.1
35.3301752207335,0,5.2
27.2686234873254,0,5
12.4325046443846,0,5.2
35.965289156884,0,4.8
37.6525960257277,0,4.9
52.1178824268281,0,5.1
33.2034196157474,0,4.7
47.3054150224198,0,5.1
40.4223279119469,0,5.2
32.5935725134332,1,5
7.78928860090673,0,5.3
34.1117696266156,0,5.2
15.7097476127092,0,4.8
24.1691602487117,0,5.1
49.3403246405069,0,4.9
17.3849796038121,0,5
22.5364541844465,0,5.3
47.4627617443912,0,5
31.579469362041,0,4.9
17.6196862268262,0,5.1
50.3521397616714,0,5.3
10.9612539422233,0,5.3
40.0386404059827,0,5.2
12.780781382462,0,5.5
19.2514996323735,0,5.2
10.6482757302001,0,5.4
45.4414663114585,0,5.1
58.4624710143544,0,5
20.2520609123167,0,5.2
29.6353120484855,0,4.9
26.7794592771679,0,5.2
54.8231175052933,0,5.2
44.4713093910832,0,5.4
22.0574531424791,0,5.3
37.2382417845074,0,5
39.0253950434271,0,4.8
52.8232962975744,0,4.8
30.7251850189641,1,5.6
50.0722044182476,0,4.6
54.8739928030409,0,4.7
11.619472267339,0,5.4
49.8478643817361,0,5
19.4197633804288,0,5.2
42.5336209079251,0,5.1
9.74345651571639,0,4.8
51.7548665241338,1,5.2
21.6610881232191,0,5.6
10.7528660248499,0,4.7
53.1114217604045,1,4.9
38.9289353601635,1,5
35.995791326277,0,5
22.5625763868447,0,5.2
50.7895276532508,0,5
15.950839240104,1,5.4
31.1772371747065,0,4.6
59.4208224629983,0,4.8
53.6184863594826,0,5.3
31.1759780300781,0,5.2
41.2353827501647,1,5.8
7.37947943038307,1,5.1
54.4486642815173,0,5
57.1927736815996,0,4.9
47.9419175430667,0,5.3
39.4179749197792,0,5.2
12.1020623843651,1,5.6
56.1532141978387,0,4.7
6.92583940806799,0,5.5
33.2948804844636,0,4.8
22.6878058223519,0,5.2
55.5217709729914,0,5.2
39.9990309739951,1,5.6
38.1534880155232,0,4.7
40.9521657065488,0,5.2
28.362692957744,0,5.1
19.3058681930415,0,5
44.5854730240535,0,5.2
52.7273158926982,0,5.1
7.29668468120508,0,5.1
50.2223059523385,1,5.7
14.3479170231149,0,5.4
59.8216982337181,1,5.4
21.3357615936548,0,4.7
55.9714470466133,0,5
52.0297845103778,1,5.2
59.5275640231557,0,4.9
17.3110400501173,0,5.3
21.7080884461757,0,5.3
53.1805919646285,0,5.1
28.3921963477042,0,5.2
18.6071563698351,0,5.4
28.1646292016376,0,5.2
21.5181747532915,1,4.9
8.02432326716371,1,6
13.5481327422895,0,5
35.0014774920419,0,4.7
23.4248823393136,1,5.2
50.1752758433577,0,5
5.00493169995025,0,5.5
15.2641886950005,0,5.4
48.79023234942,1,5.1
53.4943859628402,0,4.9
46.9654778332915,0,5.1
51.9085566210561,1,5.4
17.74804648594,0,5.3
52.9547967924736,0,4.9
11.0195788065903,0,5.2
5.90322854346596,0,5.6
6.81458093691617,1,5.3
12.2224380297121,0,5.2
13.1137866363861,1,5.6
28.2619083975442,0,5.2
25.9168152161874,1,5.3
26.2658630358055,0,5.3
55.6476109707728,1,5.4
21.8771978176665,0,5
41.8204354075715,0,5.4
27.6172434305772,0,4.5
51.789699512301,0,5.2
6.9720599160064,0,5.8
24.8163172916975,0,5.3
7.15109785553068,0,5.2
23.0738746351562,0,5.2
7.9348522995133,0,5.6
52.1487060573418,0,5.2
17.2932851721998,0,4.6
21.1007061821874,0,5.3
47.5305690267123,0,5
41.83056697133,0,5.5
45.3861419472378,0,5
8.78608991391957,0,5.1
27.6369923714083,0,5.1
51.7501183296554,1,5.5
27.3108802642673,0,5.4
31.5839648107067,0,4.8
14.2999201489147,0,4.6
22.3545638169162,0,5.1
50.7117819425184,0,4.8
16.7635716951918,0,5.1
32.4602332373615,0,5.1
5.55387831758708,0,5.6
52.256056771148,0,4.9
30.7002559991088,0,4.8
33.4920728905126,0,5.3
42.0930643647444,0,5
49.70119023812,0,5.1
14.3298684980255,1,5.8
27.1369516779669,1,5.5
26.5610280400142,0,5
23.6730884597637,0,5.3
47.6171248569153,0,5.5
16.4232759468723,0,5.4
6.15718820714392,1,6.1
45.6128365523182,1,4.9
45.9339989162982,0,5
40.7525877421722,0,5.2
52.6128615578637,0,5.3
15.1238768768962,1,5.7
45.9041207935661,0,4.8
21.8462711654138,1,5.1
18.176006434951,0,5.3
52.5748266361188,1,5.1
29.9474304995965,1,5.2
25.3379974036943,0,4.9
8.10538020799868,0,5.2
48.9805984159466,0,5
7.66531129251234,0,5.2
54.2211633408442,0,5.4
52.5602562248241,0,5.5
22.1005061001051,0,4.5
44.9951637932099,0,4.9
58.9055167650804,0,4.8
27.8924651932903,0,4.7
28.8988828205038,0,5
54.9073671211954,0,4.9
11.5784441318829,0,5.5
18.8509030512068,0,5.2
22.0571268664207,0,5.5
30.4234516585711,1,5
39.026201327797,0,4.8
54.9228000594303,0,5
49.8075208766386,1,5.3
23.8292825163808,0,5.2
56.191317361081,0,5
56.4959844527766,0,5.1
40.6478732579853,0,5.2
29.0027178102173,0,5.3
37.1524767181836,1,4.9
35.8871895098127,0,5.5
7.69153535133228,0,5.7
41.6303673933726,0,4.7
17.5668605975807,0,5.4
26.9883795524947,0,5
57.9700683488045,0,5
23.7430134951137,0,5.8
5.43102586059831,0,5.4
43.4816163219512,0,5.1
49.9492552655283,1,5.4
28.5022216825746,0,5
18.3842524909414,0,5
54.3622118060011,0,4.8
17.8317282465287,0,5.3
16.21953183203,0,5.2
43.1688601605128,0,5
19.2424673726782,0,5.6
52.9035977285821,0,4.6
22.2484509006608,0,4.9
22.5395465909969,1,5.2
34.8417268740013,0,4.7
46.9914833758958,0,4.8
26.6174405033235,0,5
24.4999458291568,0,5.1
56.41139611369,0,5
25.8309780794661,1,5.5
40.4292965482455,0,4.8
32.1615403564647,0,5.2
48.7587057636119,1,5.3
39.8619166202843,0,5
15.236932792468,1,5.9
58.0289495561738,0,4.8
35.1121067174245,1,4.9
52.9413646657486,0,5.1
50.4219917790033,0,5
46.1610114865471,0,4.9
42.7923459513113,1,5.6
11.5401709347498,1,5.4
34.3364383466542,0,5.3
48.2901018240955,0,5.3
28.6903555516619,1,4.9
33.4419806604274,1,5.1
6.17883667931892,0,5
34.8935274465475,1,5.1
31.0277621203568,0,4.7
57.0724194985814,0,4.9
53.7912279355805,0,5.3
5.73747392860241,1,5.9
28.1099547131453,0,5.3
19.772055328358,0,5.3
27.4404484708793,0,4.9
44.5209745003376,0,4.9
28.6830788105726,0,5.1
27.9736481548753,0,5
27.7807620447129,1,5.4
53.931528996909,0,5.2
55.8219984103926,0,5.3
22.9800337017514,0,5.4
47.935543769272,0,5.5
47.6769363461062,0,4.9
49.4123333017342,0,4.8
56.2869150168262,1,5.4
51.8348559958395,1,5
24.007183656795,0,5
22.9554292163812,0,5.3
36.9505050766747,0,4.9
7.67299944185652,1,5.8
40.5906981008593,0,5
45.682389147114,0,5.6
13.7087713577785,0,5.1
5.42051711818203,0,5.3
15.6452201097272,0,5.3
25.7149091525935,0,5.3
55.7784409855958,0,4.8
43.9094805484638,0,4.8
30.1439036487136,0,5
17.399126351811,0,5.3
52.3986176901963,0,5
58.229640283389,1,5.3
7.70374237094074,0,5.7
44.8572337685619,1,5.2
42.9316397174262,0,4.8
58.8931728655007,0,5.4
27.7471831941511,0,5.3
28.825088867452,0,4.6
39.3498066451866,0,5.1
17.0041931490414,0,5.2
37.4187324137893,0,5
51.2269113445655,0,5.1
15.7617931196,0,4.9
37.9733634495642,0,5
10.589776247507,0,5.4
35.7076748786494,0,5.3
42.9717276338488,1,4.9
24.282215203857,0,5.4
14.2181296343915,0,5.5
36.4296094409656,1,5
55.7485440769233,0,5
47.3960335587617,0,5
32.4765387549996,0,5
28.5251232038718,0,5
31.6754734574351,0,5.2
33.0051984393504,0,5.1
7.4385608418379,0,5.5
55.0576682190876,0,4.8
21.5741313982289,0,5.5
27.9563953366596,1,5.2
12.2899738955311,0,5.2
53.3919073001016,0,4.8
50.5689183226787,0,5.2
42.7472988283262,0,5
38.4534347394947,0,4.9
21.48295736406,0,5.3
28.3161775604822,0,5.1
52.0219428208657,0,4.8
25.0631224189419,0,5.4
51.5008758322801,0,4.9
15.3364392684307,0,5.4
41.3676907971967,1,4.8
6.16018207394518,0,5.3
58.3117436536122,0,6
10.5067304556724,0,5.3
8.26940979459323,0,5.5
29.434864257928,1,5.2
10.2765118284151,0,5
37.1127662109211,1,5.3
9.94108930928633,1,5.5
10.7347769825719,1,5.4
53.3121591003146,0,5.1
37.5253568659537,0,5.1
51.2368847581092,0,5.2
32.4537694780156,0,4.9
27.7562761015724,0,5.2
25.7165704213548,0,5
37.9639356478583,0,4.8
30.069700848544,0,4.8
27.8940526372753,0,5.6
29.1826775029767,0,5
39.4538435933646,0,5.1
49.1280232288409,0,5.3
49.9788146931678,1,5.3
26.8944039160851,0,5.4
18.3579461043701,0,5.5
15.8962648920715,0,5.3
17.0090447622351,0,5.6
8.96764327422716,0,5.5
22.6154462853447,1,5.1
50.3615346911829,0,5.2
43.3186568936799,0,4.9
13.9394908666145,0,4.9
56.4372110692784,0,5
52.4148072011303,0,5.2
16.7672874568962,0,5.5
37.1632487454917,0,5.3
31.8831232166849,0,4.8
49.9214889155701,1,5
33.3878238545731,0,5.2
43.5647350421641,1,5
26.1651389312465,0,5.7
48.0592410557438,0,5
23.7626255175564,0,5.1
39.4170338939875,1,5.1
9.78164677042514,0,5
11.7543610313442,1,5
44.3724256556015,0,5.1
21.4654365868773,0,5.4
10.2014957647771,0,5.4
17.1520227112342,0,5.3
35.3364873991814,0,5.2
51.7791805253364,0,5.4
31.2975930864923,0,5.1
49.4942974997684,0,4.8
21.9520972599275,0,4.8
11.3391325203702,0,5.1
8.86530247749761,1,5.7
5.40172112523578,1,5.4
41.1787337402347,1,5.7
37.5147294916678,0,5.1
56.9840948446654,0,5.1
50.6832727603614,0,4.9
55.7752965367399,0,4.6
59.1567406093236,1,5
8.63973547704518,0,5.3
47.3469781409949,0,5.3
55.654543802375,0,5.2
58.0724717141129,0,5.1
47.9338546225335,0,5
53.4907974640373,1,4.9
16.5613303659484,0,5
36.2805932911579,1,5
43.3966963796411,1,5.1
32.7316314016934,0,4.9
32.6589994109236,0,5
50.4847790149506,0,5.1
27.763350243913,0,4.6
15.9054586058483,0,5.1
56.6566250147298,0,5.1
22.3930259619374,0,5.2
20.3455356671475,0,5.4
47.3865297040902,0,5
15.3081036417279,0,5.4
12.9482648032717,0,5.3
36.1856349336449,0,5.3
14.4896549847908,0,5.2
37.7713315060828,0,4.8
18.7797821185086,1,5.1
57.5054375396576,0,5.3
27.6881692942698,1,5.5
13.2179448544048,0,5.1
43.5217283130623,0,4.5
26.2951771065127,0,4.8
8.28299433458596,1,5.3
33.289354024455,0,5
53.827164786635,0,4.8
36.9170133431908,0,5.2
18.7950320763048,1,5.4
32.8133057814557,0,5.4
5.63944433233701,0,5.5
48.0252850137185,0,5.1
6.84264300856739,0,5.9
54.114095607074,0,4.7
35.3516285726801,1,5.3
14.1114853846375,0,4.8
20.2596461167559,0,5.6
9.39554809476249,1,5.6
58.1797725113574,0,5.3
15.4991768894251,0,5.5
56.6235191933811,0,5.4
44.664599072421,0,4.8
18.4289423609152,0,5.7
40.279604322277,0,5.6
57.4391220300458,0,5.2
47.7344228222501,0,5.1
28.241716431221,0,4.8
40.9466401301324,0,4.9
27.8957995632663,0,5.5
34.9714814673644,0,5.4
42.8227337787393,0,5.1
55.5575063137803,0,5.4
28.501021687407,0,5.3
34.5344384841155,0,5.2
12.3024596821051,0,4.9
55.6676827813499,0,5.1
51.9414269586559,0,4.9
11.1248314497061,0,5.3
57.2124887641985,1,5
53.9327049942221,0,4.8
59.1793418885209,0,5.1
19.1462446970399,0,5.4
19.0656488249078,0,5.3
12.8102371608838,0,5.3
38.3184021036141,0,4.4
54.012610972859,0,5
22.6956934458576,0,5.1
24.6806882182136,0,5.1
31.711806388339,0,5
48.6344373947941,0,4.6
11.3461272674613,0,5
40.2486490493175,0,5.4
55.741567898076,0,5.1
32.1671535365749,0,4.8
51.2166985543445,0,4.9
5.62431705300696,0,4.8
53.6566882161424,0,5.2
38.57517153956,0,4.9
41.5664141229354,1,4.8
13.1970757746603,0,5.3
59.972879748093,1,5.1
17.3374835599679,1,4.9
39.7268596023787,0,5
44.969447812764,0,5.4
41.2356204877142,0,4.9
23.013719569426,0,5.4
52.7617702551652,0,4.5
30.7019169605337,1,5.1
55.9653909690678,0,4.9
43.841975646792,0,4.8
30.7085393567104,0,5
54.3065564276185,1,5.4
21.2403817882296,0,5.3
48.138447831152,0,5.1
24.3609881354496,0,5.5
21.2974373530596,0,5.1
36.1586830508895,0,5.3
14.1605182900093,0,4.8
44.6248169301543,1,5.1
9.58780106622726,0,5.1
54.7158648062032,1,5.2
16.3013485725969,1,5.3
18.0667991272639,0,5.1
46.2779341684654,0,5
49.466955709504,0,5.1
9.46892049745657,0,5.3
12.2510663431603,0,4.8
36.3251480227336,0,5.3
50.4827976296656,0,4.9
30.8143845573068,1,4.9
40.7618099357933,0,5.1
25.2030767407268,0,4.8
11.2748045427725,1,5.2
38.230069958372,0,5
49.5336270122789,0,4.7
19.5686049759388,0,4.9
44.8422949120868,0,4.7
56.5883984742686,0,5.3
11.7790071479976,0,5.5
46.2489071243908,0,5.1
8.13141175894998,0,5
40.3060445538722,0,5.2
30.3379334218334,1,5.7
16.992025814252,1,5.3
50.0282902526669,0,4.6
7.49647080199793,0,5.3
5.06002749549225,0,5.3
36.8257825670298,0,5
12.3580598167609,1,5.6
43.6423787556123,0,4.1
28.7191212445032,0,5
10.4781507013831,0,5.2
17.3510619916487,0,5
9.87061658757739,0,5.1
55.7988736859988,1,5.2
59.2414222634397,0,5.4
27.4575524742249,0,4.8
5.01930704223923,0,5.2
28.551296449732,0,5.2
37.4591323535424,1,4.9
39.3183792522177,0,5.4
36.8278358562384,1,5.5
29.5065343624447,0,5
23.3135835302528,0,5.4
12.3365640139673,0,5.1
28.4722589398734,0,5.2
17.8991631395184,0,4.8
58.300505192019,0,5.2
36.5739965788089,0,5
53.1071958201937,0,5.3
27.3993953771424,0,4.8
54.2407742876094,0,5.2
5.14773660572246,0,5.9
33.8940552261192,0,5.7
16.1652360204607,1,5.1
40.1607920846436,0,5.1
38.3672144182492,0,5
37.281537730014,0,4.9
25.863950913772,0,4.8
42.8888450504746,0,5
57.0442951272707,0,4.8
47.1802301635034,0,4.6
34.6966040879488,0,4.9
57.5909532408696,0,4.9
8.1251699605491,0,5.1
25.8078062301502,0,5.3
40.6457734073047,0,4.8
6.77723032538779,0,5.3
43.0319311178755,0,5.1
25.7043145736679,0,5
15.4718488012441,0,5.7
44.3428970896639,0,5.1
52.1540583984461,0,4.7
41.4284170605242,0,5.3
50.8646902139299,0,5.3
18.7599443446379,1,5.3
12.6450817880686,0,5.1
5.86727563408203,0,5
40.0054334453307,1,5.1
26.0261209995952,1,5.4
12.1391824679449,1,5.7
6.68499197228812,1,5.3
32.1474499534816,1,5.3
39.8667276906781,1,5.1
15.6525422469713,0,5.3
59.0252989437431,0,4.8
38.5246127215214,1,4.9
13.101199864177,1,5.6
24.5736543298699,1,5.2
35.3633464663289,0,4.8
24.4245067553129,0,5.2
8.2199495122768,0,5.3
20.6255890789907,0,5.4
54.4251523516141,0,4.7
56.2635781790596,0,5.1
32.8556800633669,0,4.9
47.4834568588994,0,5.1
32.0421713532414,0,5.3
58.6383639927953,1,5.8
47.683244580403,0,4.8
40.4145529912785,0,4.9
30.2349023986608,0,5.2
22.3974290303886,0,5.1
17.1155828912742,0,5.3
39.6265493007377,0,4.9
18.3211316796951,0,5.4
52.7574650733732,1,5
51.6017159307376,0,5.1
24.7921299771406,0,5.2
19.9801951355767,0,5.5
52.7550793101545,1,5.1
49.0409510221798,0,5.2
36.0986061766744,0,5.3
43.862560337875,1,4.8
44.5450884639286,0,4.9
54.0668531670235,0,4.8
43.2872372865677,0,5.2
43.0041995097417,1,4.9
31.6716534958687,1,5
14.074987093918,0,5.8
30.7774157088716,0,5
9.59928941796534,0,5.5
36.1925135587808,0,5.1
21.0874022147618,0,5.2
57.1010412042961,0,5.1
10.4549418948591,1,5.8
28.9583503233735,0,4.8
42.5277902616654,0,4.4
36.1598181980662,0,5.2
48.6299283721019,0,5
10.0375447410624,1,5.6
55.0788967416156,0,4.9
13.7080478621647,0,4.8
44.7255453502294,0,4.6
25.425508589251,0,4.9
51.3103452383075,1,5
59.2120978329331,0,4.8
45.5370936507825,1,5
6.24094868428074,1,5.4
9.2194163671229,1,5.8
33.0181301070843,0,4.9
42.9187659570016,1,4.8
17.5953025242779,0,5.2
24.2422528087627,1,5
40.6245702656452,0,4.6
32.0447909994982,0,5.7
49.3817621993367,0,5.2
44.0634732309263,1,5.2
21.6053482401185,0,5.4
14.5731595403049,0,5.5
54.5637964340858,0,5
57.5248134508729,1,5.2
39.2761792044621,1,5.4
41.4003678201698,0,4.9
58.0134771123994,0,5
52.2616333398037,1,5.3
12.0194105850533,0,5
41.6675801901147,0,5.1
53.536764086457,0,4.5
50.7695261330809,0,4.8
44.7363990137819,0,4.8
44.3252460402437,0,4.9
52.8374664159492,0,4.7
42.8015640215017,0,5
25.9669865469914,1,5.2
26.4697954326402,0,5.1
28.7998588115443,1,5.1
58.7481431255583,0,4.8
52.9760429868475,1,5.3
25.4606825159863,0,5.1
14.7580280236434,0,5.6
17.3730557819363,0,5.4
25.7874978985637,0,4.9
18.1510445044842,0,4.9
57.253270620713,0,4.5
43.9020163321402,0,5.1
45.9584628464654,0,5
59.9313427403104,0,5.2
40.1007561630104,0,5.3
21.2439711322077,0,5.3
16.7897278966848,1,5.2
