Country,Reaction,Days,Subject,Age,Caff
Portugal,165.4325854814143,1,uepi350,41,0
Portugal,224.80375718880563,2,uepi350,41,0
Portugal,200.5873753883379,3,uepi350,41,0
Portugal,204.94294089650066,4,uepi350,41,0
Portugal,233.87391340817751,5,uepi350,41,0
Portugal,220.66098296298506,6,uepi350,41,0
Portugal,204.3920381465402,7,uepi350,41,0
Portugal,209.74458219972723,8,uepi350,41,0
Portugal,217.8359245559022,9,uepi350,41,0
Portugal,196.05772416277597,0,uepi351,38,1
Portugal,209.79158682221046,1,uepi351,38,1
Portugal,251.97620417494625,2,uepi351,38,1
Portugal,235.31842451486395,3,uepi351,38,1
Portugal,245.7933914669977,4,uepi351,38,1
Portugal,236.86301128728158,5,uepi351,38,1
Portugal,321.6020860947822,6,uepi351,38,1
Portugal,311.561041444901,7,uepi351,38,1
Portugal,274.93815710016486,8,uepi351,38,1
Portugal,293.23601905566017,9,uepi351,38,1
Portugal,219.67706646489088,0,uepi352,45,0
Portugal,207.21389144787906,1,uepi352,45,0
Portugal,189.14959047800002,2,uepi352,45,0
Portugal,225.51199852501722,3,uepi352,45,0
Portugal,194.678422893007,4,uepi352,45,0
Portugal,224.76510773337876,5,uepi352,45,0
Portugal,161.6818988308543,6,uepi352,45,0
Portugal,153.3111232121926,7,uepi352,45,0
Portugal,222.28389607169566,8,uepi352,45,0
Portugal,209.0900652772507,9,uepi352,45,0
Portugal,235.45270739893147,0,uepi369,35,0
Portugal,325.095165352691,1,uepi369,35,0
Portugal,235.55416491040992,2,uepi369,35,0
Portugal,349.14391060927454,3,uepi369,35,0
Portugal,310.5695233246117,4,uepi369,35,0
Portugal,296.49180789666735,5,uepi369,35,0
Portugal,309.94533869717327,6,uepi369,35,0
Portugal,401.1042418018562,7,uepi369,35,0
Portugal,391.67792627891566,8,uepi369,35,0
Portugal,407.79365632425237,9,uepi369,35,0
Portugal,220.95293214626972,0,uepi370,32,0
Portugal,181.86910016754942,1,uepi370,32,0
Portugal,269.4702737252944,2,uepi370,32,0
Portugal,251.8313807915872,3,uepi370,32,0
Portugal,239.36452100093808,4,uepi370,32,0
Portugal,278.5490533060386,5,uepi370,32,0
Portugal,268.810322054597,6,uepi370,32,0
Portugal,279.66595234670643,7,uepi370,32,0
Portugal,348.7950477283025,8,uepi370,32,0
Portugal,338.69312596478545,9,uepi370,32,0
Portugal,230.10920550262423,0,uepi371,36,1
Portugal,225.74083095207098,1,uepi371,36,1
Portugal,302.9293879775126,2,uepi371,36,1
Portugal,296.1601662999428,3,uepi371,36,1
Portugal,290.0234290941384,4,uepi371,36,1
Portugal,337.8530508401069,5,uepi371,36,1
Portugal,305.02916741757,6,uepi371,36,1
Portugal,348.9376188192372,7,uepi371,36,1
Portugal,342.5894622213252,8,uepi371,36,1
Portugal,374.77896094484663,9,uepi371,36,1
Portugal,213.83523604181767,0,uepi372,30,1
Portugal,206.09610680512787,1,uepi372,30,1
Portugal,251.18288816229992,2,uepi372,30,1
Portugal,205.16664981258265,3,uepi372,30,1
Portugal,237.89149875903504,4,uepi372,30,1
Portugal,246.71020116868266,5,uepi372,30,1
Portugal,248.39295221944246,6,uepi372,30,1
Portugal,277.1804522699959,7,uepi372,30,1
Portugal,274.50271546840605,8,uepi372,30,1
Portugal,266.3235572148338,9,uepi372,30,1
France,209.7206107133664,0,qetg308,16,1
France,239.8546886028801,1,qetg308,16,1
France,268.81752884908184,2,qetg308,16,1
France,267.9661676943273,3,qetg308,16,1
France,306.5118836349019,4,qetg308,16,1
France,321.7013061368972,5,qetg308,16,1
France,332.63700474532357,6,qetg308,16,1
France,372.0050348246774,7,qetg308,16,1
France,392.12139193596556,8,qetg308,16,1
France,436.4708849552771,9,qetg308,16,1
France,252.184072605707,0,qetg309,50,1
France,259.18406896403394,1,qetg309,50,1
France,268.5954477264609,2,qetg309,50,1
France,303.9631592846634,3,qetg309,50,1
France,307.20242208846355,4,qetg309,50,1
France,275.69751596300745,5,qetg309,50,1
France,276.4799806146922,6,qetg309,50,1
France,301.70566415953124,7,qetg309,50,1
France,324.70440091467594,8,qetg309,50,1
France,338.6919551048314,9,qetg309,50,1
France,259.79488627769933,0,qetg310,25,1
France,262.10750924305535,1,qetg310,25,1
France,247.88641028184557,2,qetg310,25,1
France,273.2233301165182,3,qetg310,25,1
France,224.6299938988497,4,qetg310,25,1
France,295.51147152361943,5,qetg310,25,1
France,284.4353877827661,6,qetg310,25,1
France,289.1636844603951,7,qetg310,25,1
France,356.8017057214662,8,qetg310,25,1
France,351.57257707337277,9,qetg310,25,1
France,169.43804394375928,0,qetg330,14,1
France,137.22368592700641,1,qetg330,14,1
France,216.16381644045785,2,qetg330,14,1
France,181.76337912432493,3,qetg330,14,1
France,257.57767226859363,4,qetg330,14,1
France,257.37168086367814,5,qetg330,14,1
France,305.169963054271,6,qetg330,14,1
France,295.71269892709813,7,qetg330,14,1
France,264.11436318740516,8,qetg330,14,1
France,338.85624417275966,9,qetg330,14,1
France,218.57212993074145,0,qetg331,27,1
France,217.46797627496346,1,qetg331,27,1
France,235.392864487511,2,qetg331,27,1
France,168.0040663148168,3,qetg331,27,1
France,237.99349270159456,4,qetg331,27,1
France,228.94167519148212,5,qetg331,27,1
France,212.36488422528032,6,qetg331,27,1
France,178.83173917145172,7,qetg331,27,1
France,246.933187886782,8,qetg331,27,1
France,196.06023839433556,9,qetg331,27,1
France,234.85130598430752,0,qetg332,33,1
France,232.818140057071,1,qetg332,33,1
France,246.33556946105512,2,qetg332,33,1
France,273.91736644224653,3,qetg332,33,1
France,275.69251047596214,4,qetg332,33,1
France,308.4505840472597,5,qetg332,33,1
France,322.08885419506925,6,qetg332,33,1
France,300.55302124974975,7,qetg332,33,1
France,324.5333543084196,8,qetg332,33,1
France,358.5410058273736,9,qetg332,33,1
France,290.98584882631326,0,qetg333,52,0
France,295.90656778521293,1,qetg333,52,0
France,324.26860727140144,2,qetg333,52,0
France,305.2119333478576,3,qetg333,52,0
France,359.7134367786567,4,qetg333,52,0
France,357.9120379905663,5,qetg333,52,0
France,356.35128678875486,6,qetg333,52,0
France,413.2710090038399,7,qetg333,52,0
France,423.42381640177587,8,qetg333,52,0
France,445.9214134245449,9,qetg333,52,0
France,287.20601079208126,0,qetg334,45,1
France,213.36820807945205,1,qetg334,45,1
France,332.9179945653359,2,qetg334,45,1
France,323.5980669138258,3,qetg334,45,1
France,240.48621509820157,4,qetg334,45,1
France,357.1132431297277,5,qetg334,45,1
France,328.18619991446116,6,qetg334,45,1
France,339.5504451873761,7,qetg334,45,1
France,379.19674068037455,8,qetg334,45,1
France,383.50261831171747,9,qetg334,45,1
France,273.99653634641703,0,qetg335,36,0
France,251.6043880302673,1,qetg335,36,0
France,279.1125242418608,2,qetg335,36,0
France,259.0716051961894,3,qetg335,36,0
France,300.1477602205146,4,qetg335,36,0
France,307.80138546326094,5,qetg335,36,0
France,289.06298882059343,6,qetg335,36,0
France,281.1188848861277,7,qetg335,36,0
France,353.90064462552766,8,qetg335,36,0
France,313.86595844548486,9,qetg335,36,0
France,291.35293274455194,0,qetg337,64,1
France,276.9988870205536,1,qetg337,64,1
France,205.2723000714784,2,qetg337,64,1
France,276.2803548398815,3,qetg337,64,1
France,281.9894305199402,4,qetg337,64,1
France,328.13053272385173,5,qetg337,64,1
France,305.71594839022674,6,qetg337,64,1
France,326.69637348542454,7,qetg337,64,1
France,331.8018012534653,8,qetg337,64,1
France,335.81222575190134,9,qetg337,64,1
France,211.8790795979077,0,qetg349,38,1
France,212.41723152209988,1,qetg349,38,1
France,227.60241710338056,2,qetg349,38,1
France,239.36614818428419,3,qetg349,38,1
France,304.9761123692417,4,qetg349,38,1
France,276.36636794217367,5,qetg349,38,1
France,235.93219051292436,6,qetg349,38,1
France,278.0075226807446,7,qetg349,38,1
France,304.89954708455787,8,qetg349,38,1
France,319.6924378682202,9,qetg349,38,1
France,184.46845448046943,0,qetg350,26,1
France,199.77319171577415,1,qetg350,26,1
France,249.87836517638075,2,qetg350,26,1
France,283.97903052710194,3,qetg350,26,1
France,272.2115149564745,4,qetg350,26,1
France,307.443563622872,5,qetg350,26,1
France,320.20537423237397,6,qetg350,26,1
France,346.6020954228029,7,qetg350,26,1
France,279.1348713570395,8,qetg350,26,1
France,374.9213200006318,9,qetg350,26,1
France,267.3970500265227,0,qetg351,47,1
France,274.40922230417266,1,qetg351,47,1
France,281.64759382215135,2,qetg351,47,1
France,281.0976255764675,3,qetg351,47,1
France,300.3013462324431,4,qetg351,47,1
France,262.234014025577,5,qetg351,47,1
France,338.0177007547456,6,qetg351,47,1
France,329.7799955544248,7,qetg351,47,1
France,363.6218136069683,8,qetg351,47,1
France,392.4473465246096,9,qetg351,47,1
France,234.68216010958557,0,qetg352,48,0
France,199.26536212600317,1,qetg352,48,0
France,277.97901003682256,2,qetg352,48,0
France,267.9365477885318,3,qetg352,48,0
France,281.91166739589977,4,qetg352,48,0
France,250.65919199426196,5,qetg352,48,0
France,312.32787221423564,6,qetg352,48,0
France,264.4146625205698,7,qetg352,48,0
France,323.9217359657181,8,qetg352,48,0
France,295.969302055454,9,qetg352,48,0
France,274.3583873033555,0,qetg369,38,1
France,285.67185652453406,1,qetg369,38,1
France,251.82837709222167,2,qetg369,38,1
France,270.7384193474492,3,qetg369,38,1
France,273.18164358298975,4,qetg369,38,1
France,307.35571643827166,5,qetg369,38,1
France,269.53890592887257,6,qetg369,38,1
France,311.203354924369,7,qetg369,38,1
France,298.079074218041,8,qetg369,38,1
France,287.5891922979009,9,qetg369,38,1
France,154.44651783248176,0,qetg370,32,0
France,174.99451899131495,1,qetg370,32,0
France,254.3467498844367,2,qetg370,32,0
France,258.717268041642,3,qetg370,32,0
France,236.2209984647737,4,qetg370,32,0
France,273.74955701170256,5,qetg370,32,0
France,231.64166466093835,6,qetg370,32,0
France,245.60297841290796,7,qetg370,32,0
France,249.73873136777937,8,qetg370,32,0
France,271.0887536015817,9,qetg370,32,0
France,196.7462544236928,0,qetg371,27,1
France,183.41966042823205,1,qetg371,27,1
France,224.395278252696,2,qetg371,27,1
France,193.09588020012657,3,qetg371,27,1
France,217.7341751084261,4,qetg371,27,1
France,224.4025962584543,5,qetg371,27,1
France,260.1066085321347,6,qetg371,27,1
France,210.65796650039033,7,qetg371,27,1
France,237.0245342537242,8,qetg371,27,1
France,301.74817275677793,9,qetg371,27,1
France,254.96442200171265,0,qetg372,42,0
France,239.6588761316874,1,qetg372,42,0
France,232.32992145131524,2,qetg372,42,0
France,244.73587152118094,3,qetg372,42,0
France,285.3532801122604,4,qetg372,42,0
France,305.3381023247306,5,qetg372,42,0
France,332.2786466219803,6,qetg372,42,0
France,366.35927291459063,7,qetg372,42,0
France,371.0129306779155,8,qetg372,42,0
France,363.3034805236209,9,qetg372,42,0
Latvia,216.7805952032483,0,zlhk308,46,0
Latvia,286.26913451634,1,zlhk308,46,0
Latvia,230.15614007714433,2,zlhk308,46,0
Latvia,337.99558424090446,3,zlhk308,46,0
Latvia,330.44073104088005,4,zlhk308,46,0
Latvia,347.5616056937796,5,zlhk308,46,0
Latvia,332.0793390294227,6,zlhk308,46,0
Latvia,370.90028037122954,7,zlhk308,46,0
Latvia,391.9541959588874,8,zlhk308,46,0
Latvia,387.2297527766433,9,zlhk308,46,0
Latvia,273.403504484978,0,zlhk309,40,1
Latvia,252.24072168064208,1,zlhk309,40,1
Latvia,261.5802611725876,2,zlhk309,40,1
Latvia,282.21751642648684,3,zlhk309,40,1
Latvia,288.7591299260405,4,zlhk309,40,1
Latvia,257.4970606650351,5,zlhk309,40,1
Latvia,298.1068349369846,6,zlhk309,40,1
Latvia,290.5997762853262,7,zlhk309,40,1
Latvia,326.9659907815442,8,zlhk309,40,1
Latvia,326.88002069683375,9,zlhk309,40,1
Latvia,246.26909012759347,0,zlhk310,52,1
Latvia,245.334432082688,1,zlhk310,52,1
Latvia,232.71402016657245,2,zlhk310,52,1
Latvia,245.8846406828122,3,zlhk310,52,1
Latvia,262.2213753250376,4,zlhk310,52,1
Latvia,344.4634908959566,5,zlhk310,52,1
Latvia,258.3635442995228,6,zlhk310,52,1
Latvia,267.5960622971619,7,zlhk310,52,1
Latvia,333.96980573454516,8,zlhk310,52,1
Latvia,320.155926339699,9,zlhk310,52,1
Latvia,234.20937042841223,0,zlhk330,40,0
Latvia,213.79915556462157,1,zlhk330,40,0
Latvia,212.0580254136414,2,zlhk330,40,0
Latvia,266.80847624911627,3,zlhk330,40,0
Latvia,220.8152074769574,4,zlhk330,40,0
Latvia,248.26390828262896,5,zlhk330,40,0
Latvia,276.7267882970278,6,zlhk330,40,0
Latvia,216.00475841418688,7,zlhk330,40,0
Latvia,248.15295898216783,8,zlhk330,40,0
Latvia,259.64345476538944,9,zlhk330,40,0
Latvia,215.0116537698262,0,zlhk331,31,1
Latvia,254.5014412552468,1,zlhk331,31,1
Latvia,271.759365562051,2,zlhk331,31,1
Latvia,332.13561087014915,3,zlhk331,31,1
Latvia,285.78487953520926,4,zlhk331,31,1
Latvia,375.46146844687195,5,zlhk331,31,1
Latvia,350.5666840958971,6,zlhk331,31,1
Latvia,364.3164000985833,7,zlhk331,31,1
Latvia,406.60760344317555,8,zlhk331,31,1
Latvia,427.47898243166367,9,zlhk331,31,1
Latvia,191.42097936200832,0,zlhk332,35,0
Latvia,186.52989829308305,1,zlhk332,35,0
Latvia,224.34640437959544,2,zlhk332,35,0
Latvia,264.9632191847846,3,zlhk332,35,0
Latvia,268.85683109330967,4,zlhk332,35,0
Latvia,263.08082124036184,5,zlhk332,35,0
Latvia,354.105147398973,6,zlhk332,35,0
Latvia,335.7786123865012,7,zlhk332,35,0
Latvia,400.6477985560805,8,zlhk332,35,0
Latvia,318.8073059316416,9,zlhk332,35,0
Latvia,269.2256696360044,0,zlhk333,42,1
Latvia,264.11207882169157,1,zlhk333,42,1
Latvia,219.0722869197179,2,zlhk333,42,1
Latvia,277.681380050374,3,zlhk333,42,1
Latvia,297.4609770458752,4,zlhk333,42,1
Latvia,328.81422942444846,5,zlhk333,42,1
Latvia,251.88938033371952,6,zlhk333,42,1
Latvia,328.20811753993667,7,zlhk333,42,1
Latvia,304.5850777054864,8,zlhk333,42,1
Latvia,348.9780631050474,9,zlhk333,42,1
Latvia,241.30634819996848,0,zlhk334,27,1
Latvia,310.41386311013645,1,zlhk334,27,1
Latvia,258.5182532564093,2,zlhk334,27,1
Latvia,337.0023066593915,3,zlhk334,27,1
Latvia,335.8955256274514,4,zlhk334,27,1
Latvia,285.5803860056087,5,zlhk334,27,1
Latvia,317.4495153665751,6,zlhk334,27,1
Latvia,331.5284619359182,7,zlhk334,27,1
Latvia,347.8355078422661,8,zlhk334,27,1
Latvia,334.80284475127934,9,zlhk334,27,1
Latvia,271.3344670997571,0,zlhk335,48,1
Latvia,275.7460778265018,1,zlhk335,48,1
Latvia,293.74795160158726,2,zlhk335,48,1
Latvia,301.3206099260686,3,zlhk335,48,1
Latvia,327.219682389571,4,zlhk335,48,1
Latvia,299.2297146866481,5,zlhk335,48,1
Latvia,343.172249447655,6,zlhk335,48,1
Latvia,341.65372063800703,7,zlhk335,48,1
Latvia,363.7766028558104,8,zlhk335,48,1
Latvia,342.85885748032393,9,zlhk335,48,1
Latvia,205.23853867731825,0,zlhk337,17,0
Latvia,212.2676072254974,1,zlhk337,17,0
Latvia,254.8676506233127,2,zlhk337,17,0
Latvia,223.8744066817671,3,zlhk337,17,0
Latvia,259.96982885032605,4,zlhk337,17,0
Latvia,248.77082804812943,5,zlhk337,17,0
Latvia,304.94965368920697,6,zlhk337,17,0
Latvia,275.4512307692853,7,zlhk337,17,0
Latvia,340.92490691709844,8,zlhk337,17,0
Latvia,342.25823444254445,9,zlhk337,17,0
Latvia,236.5500860340501,0,zlhk349,31,0
Latvia,245.0731680668336,1,zlhk349,31,0
Latvia,241.873220624874,2,zlhk349,31,0
Latvia,216.5895608937569,3,zlhk349,31,0
Latvia,258.2290128207426,4,zlhk349,31,0
Latvia,288.16704191747493,5,zlhk349,31,0
Latvia,312.73461094141516,6,zlhk349,31,0
Latvia,291.2562868905427,7,zlhk349,31,0
Latvia,306.7872064509971,8,zlhk349,31,0
Latvia,291.4089719089628,9,zlhk349,31,0
Latvia,219.390583512384,0,zlhk350,46,1
Latvia,242.09611330269655,1,zlhk350,46,1
Latvia,229.52451472474277,2,zlhk350,46,1
Latvia,234.72339320711947,3,zlhk350,46,1
Latvia,245.41499537579608,4,zlhk350,46,1
Latvia,300.0102154412954,5,zlhk350,46,1
Latvia,296.42617062197115,6,zlhk350,46,1
Latvia,328.8393925860829,7,zlhk350,46,1
Latvia,365.8657059507159,8,zlhk350,46,1
Latvia,354.1820646634291,9,zlhk350,46,1
Latvia,236.81055259050348,0,zlhk351,27,1
Latvia,230.88963307480284,1,zlhk351,27,1
Latvia,265.18686254904804,2,zlhk351,27,1
Latvia,317.7714652541418,3,zlhk351,27,1
Latvia,319.8516546230256,4,zlhk351,27,1
Latvia,347.186045703254,5,zlhk351,27,1
Latvia,319.28755666137397,6,zlhk351,27,1
Latvia,367.24521563293644,7,zlhk351,27,1
Latvia,396.8631234002657,8,zlhk351,27,1
Latvia,400.2588164794544,9,zlhk351,27,1
Latvia,182.06752045205243,0,zlhk352,32,0
Latvia,186.50442183988167,1,zlhk352,32,0
Latvia,264.9340063813185,2,zlhk352,32,0
Latvia,262.5169696039799,3,zlhk352,32,0
Latvia,235.0782704730474,4,zlhk352,32,0
Latvia,290.03303402115114,5,zlhk352,32,0
Latvia,314.3588960790965,6,zlhk352,32,0
Latvia,351.7449010301736,7,zlhk352,32,0
Latvia,328.51333765425426,8,zlhk352,32,0
Latvia,387.5577126236097,9,zlhk352,32,0
Latvia,287.2229629238566,0,zlhk369,42,1
Latvia,272.8109062101626,1,zlhk369,42,1
Latvia,254.1996690270243,2,zlhk369,42,1
Latvia,269.67427876458606,3,zlhk369,42,1
Latvia,238.2164276983915,4,zlhk369,42,1
Latvia,277.62471950449515,5,zlhk369,42,1
Latvia,330.3145069024363,6,zlhk369,42,1
Latvia,345.49539399190775,7,zlhk369,42,1
Latvia,299.9110390735798,8,zlhk369,42,1
Latvia,330.8103299844755,9,zlhk369,42,1
Latvia,239.6238837795877,0,zlhk370,42,0
Latvia,221.27994685132268,1,zlhk370,42,0
Latvia,228.93722158366086,2,zlhk370,42,0
Latvia,278.7242471637563,3,zlhk370,42,0
Latvia,280.98541932660737,4,zlhk370,42,0
Latvia,297.187737095878,5,zlhk370,42,0
Latvia,304.9031307027264,6,zlhk370,42,0
Latvia,370.8039263264064,7,zlhk370,42,0
Latvia,389.2056052258045,8,zlhk370,42,0
Latvia,409.947765938063,9,zlhk370,42,0
Latvia,228.1545892849234,0,zlhk371,50,1
Latvia,193.38022468290157,1,zlhk371,50,1
Latvia,218.247885416921,2,zlhk371,50,1
Latvia,244.00963316311172,3,zlhk371,50,1
Latvia,299.1107583682585,4,zlhk371,50,1
Latvia,235.14216641699616,5,zlhk371,50,1
Latvia,294.2907690103377,6,zlhk371,50,1
Latvia,305.0843097409192,7,zlhk371,50,1
Latvia,334.59871749262044,8,zlhk371,50,1
Latvia,296.63730389830977,9,zlhk371,50,1
Latvia,264.961150254665,0,zlhk372,34,1
Latvia,212.90401612853617,1,zlhk372,34,1
Latvia,279.4212280866987,2,zlhk372,34,1
Latvia,238.19498117237057,3,zlhk372,34,1
Latvia,249.04637907006205,4,zlhk372,34,1
Latvia,251.14434480767676,5,zlhk372,34,1
Latvia,291.5705028282106,6,zlhk372,34,1
Latvia,253.10239760888533,7,zlhk372,34,1
Latvia,270.70874527849975,8,zlhk372,34,1
Latvia,277.7232636238059,9,zlhk372,34,1
Greece,227.27436288018097,0,rspt308,37,1
Greece,199.37736300939753,1,rspt308,37,1
Greece,234.94209235865623,2,rspt308,37,1
Greece,220.89308908730553,3,rspt308,37,1
Greece,274.5401859712962,4,rspt308,37,1
Greece,287.81841634531327,5,rspt308,37,1
Greece,255.49611091036184,6,rspt308,37,1
Greece,310.9374475106473,7,rspt308,37,1
Greece,323.0748878358376,8,rspt308,37,1
Greece,331.20070461872086,9,rspt308,37,1
Greece,206.410239800026,0,rspt309,28,1
Greece,213.66747588571536,1,rspt309,28,1
Greece,227.99973358812252,2,rspt309,28,1
Greece,230.06676529233178,3,rspt309,28,1
Greece,261.6403370323933,4,rspt309,28,1
Greece,367.266047592232,5,rspt309,28,1
Greece,289.05990989354603,6,rspt309,28,1
Greece,273.9352414522963,7,rspt309,28,1
Greece,363.7234879427844,8,rspt309,28,1
Greece,375.2899684453835,9,rspt309,28,1
Greece,224.146443671044,0,rspt310,50,1
Greece,257.31937889548743,1,rspt310,50,1
Greece,233.6790282293518,2,rspt310,50,1
Greece,267.30023493839667,3,rspt310,50,1
Greece,306.83545696884846,4,rspt310,50,1
Greece,275.07812001506795,5,rspt310,50,1
Greece,322.5680022497033,6,rspt310,50,1
Greece,263.43144188955114,7,rspt310,50,1
Greece,320.8113518595009,8,rspt310,50,1
Greece,353.20304155906075,9,rspt310,50,1
Greece,257.7137752567453,0,rspt330,31,0
Greece,246.62109306609614,1,rspt330,31,0
Greece,249.12316809719994,2,rspt330,31,0
Greece,186.07955375308657,3,rspt330,31,0
Greece,249.04299998538602,4,rspt330,31,0
Greece,242.02553360217348,5,rspt330,31,0
Greece,234.87876858437636,6,rspt330,31,0
Greece,184.9738312105938,7,rspt330,31,0
Greece,175.15006692794745,8,rspt330,31,0
Greece,207.20251146394006,9,rspt330,31,0
Greece,234.4724518732937,0,rspt331,47,0
Greece,216.83926530716178,1,rspt331,47,0
Greece,238.61484659288539,2,rspt331,47,0
Greece,242.21561670675274,3,rspt331,47,0
Greece,259.08230330512595,4,rspt331,47,0
Greece,295.50420253667124,5,rspt331,47,0
Greece,325.84748731770685,6,rspt331,47,0
Greece,255.49887241078022,7,rspt331,47,0
Greece,350.8879822834212,8,rspt331,47,0
Greece,389.6220005930981,9,rspt331,47,0
Greece,265.7465150562685,0,rspt332,46,0
Greece,280.99707221431,1,rspt332,46,0
Greece,235.76467388220607,2,rspt332,46,0
Greece,290.0149974981954,3,rspt332,46,0
Greece,309.4550713042952,4,rspt332,46,0
Greece,322.13569546878057,5,rspt332,46,0
Greece,331.58774579023657,6,rspt332,46,0
Greece,297.9067199374203,7,rspt332,46,0
Greece,334.8527429463789,8,rspt332,46,0
Greece,339.8879892867982,9,rspt332,46,0
