PID,age,level,character,mode,P,N,M,NGV
ppt_30,28,level3,realistic,Screen,2,4,3,7
ppt_30,28,level9,realistic,Screen,2,4,3,8.5
ppt_30,28,level8,cartoon,Screen,2,4,3,5
ppt_30,28,level5,realistic,Screen,2,4,3,8
ppt_30,28,level10,cartoon,Screen,2,4,3,10.5
ppt_30,28,level8,realistic,Screen,2,4,3,10.5
ppt_30,28,level5,cartoon,Screen,2,4,3,4.5
ppt_30,28,level6,realistic,Screen,2,4,3,11
ppt_30,28,level1,cartoon,Screen,2,4,3,9.5
ppt_30,28,level4,cartoon,Screen,2,4,3,11.5
ppt_30,28,level6,cartoon,Screen,2,4,3,6.5
ppt_30,28,level4,realistic,Screen,2,4,3,6.5
ppt_30,28,level7,realistic,Screen,2,4,3,8
ppt_30,28,level2,realistic,Screen,2,4,3,8
ppt_30,28,level3,cartoon,Screen,2,4,3,9.5
ppt_30,28,level1,realistic,Screen,2,4,3,3.5
ppt_30,28,level9,cartoon,Screen,2,4,3,9.5
ppt_31,33,level6,cartoon,Screen,3,3,3,11
ppt_31,33,level8,realistic,Screen,3,3,3,11.5
ppt_31,33,level10,realistic,Screen,3,3,3,12
ppt_31,33,level7,realistic,Screen,3,3,3,13
ppt_31,33,level10,cartoon,Screen,3,3,3,12
ppt_31,33,level1,cartoon,Screen,3,3,3,11.5
ppt_31,33,level1,realistic,Screen,3,3,3,13.5
ppt_31,33,level2,cartoon,Screen,3,3,3,10.5
ppt_31,33,level3,realistic,Screen,3,3,3,16
ppt_31,33,level6,realistic,Screen,3,3,3,13
ppt_31,33,level3,cartoon,Screen,3,3,3,8
ppt_31,33,level5,realistic,Screen,3,3,3,13.5
ppt_31,33,level9,cartoon,Screen,3,3,3,8
ppt_31,33,level9,realistic,Screen,3,3,3,12
ppt_31,33,level5,cartoon,Screen,3,3,3,10.5
ppt_31,33,level8,cartoon,Screen,3,3,3,10.5
ppt_31,33,level4,cartoon,Screen,3,3,3,12
ppt_31,33,level7,cartoon,Screen,3,3,3,10.5
ppt_31,33,level2,realistic,Screen,3,3,3,10
ppt_31,33,level4,realistic,Screen,3,3,3,7
ppt_32,37,level3,realistic,Screen,2,3,3,9
ppt_32,37,level1,cartoon,Screen,2,3,3,7
ppt_32,37,level8,cartoon,Screen,2,3,3,4.5
ppt_32,37,level7,realistic,Screen,2,3,3,15
ppt_32,37,level6,realistic,Screen,2,3,3,8.5
ppt_32,37,level2,realistic,Screen,2,3,3,12.5
ppt_32,37,level3,cartoon,Screen,2,3,3,10.5
ppt_32,37,level1,realistic,Screen,2,3,3,13
ppt_32,37,level4,realistic,Screen,2,3,3,7
ppt_32,37,level2,cartoon,Screen,2,3,3,11.5
ppt_32,37,level5,realistic,Screen,2,3,3,5
ppt_32,37,level10,cartoon,Screen,2,3,3,11.5
ppt_32,37,level5,cartoon,Screen,2,3,3,11
ppt_32,37,level9,cartoon,Screen,2,3,3,9
ppt_32,37,level8,realistic,Screen,2,3,3,10
ppt_32,37,level6,cartoon,Screen,2,3,3,10
ppt_32,37,level9,realistic,Screen,2,3,3,11.5
ppt_32,37,level10,realistic,Screen,2,3,3,11.5
ppt_32,37,level4,cartoon,Screen,2,3,3,10.5
ppt_32,37,level7,cartoon,Screen,2,3,3,7.5
ppt_33,37,level8,realistic,Screen,2,2,2,10
ppt_33,37,level8,cartoon,Screen,2,2,2,10
ppt_33,37,level2,realistic,Screen,2,2,2,9.5
ppt_33,37,level1,cartoon,Screen,2,2,2,9
ppt_33,37,level3,cartoon,Screen,2,2,2,12
ppt_33,37,level9,realistic,Screen,2,2,2,10.5
ppt_33,37,level2,cartoon,Screen,2,2,2,9
ppt_33,37,level5,realistic,Screen,2,2,2,10
ppt_33,37,level4,realistic,Screen,2,2,2,9.5
ppt_33,37,level10,cartoon,Screen,2,2,2,11.5
ppt_33,37,level5,cartoon,Screen,2,2,2,10
ppt_33,37,level10,realistic,Screen,2,2,2,8
ppt_33,37,level7,cartoon,Screen,2,2,2,13.5
ppt_33,37,level1,realistic,Screen,2,2,2,9
ppt_33,37,level6,realistic,Screen,2,2,2,8
ppt_33,37,level4,cartoon,Screen,2,2,2,13
ppt_33,37,level6,cartoon,Screen,2,2,2,9.5
ppt_33,37,level3,realistic,Screen,2,2,2,10
ppt_33,37,level7,realistic,Screen,2,2,2,10
ppt_33,37,level9,cartoon,Screen,2,2,2,10
ppt_34,33,level10,realistic,Screen,2,2,3,10.5
ppt_34,33,level3,realistic,Screen,2,2,3,14
ppt_34,33,level6,cartoon,Screen,2,2,3,13.5
ppt_34,33,level1,realistic,Screen,2,2,3,14.5
ppt_34,33,level8,realistic,Screen,2,2,3,11
ppt_34,33,level2,cartoon,Screen,2,2,3,9.5
ppt_34,33,level8,cartoon,Screen,2,2,3,12.5
ppt_34,33,level3,cartoon,Screen,2,2,3,16
ppt_34,33,level10,cartoon,Screen,2,2,3,14
ppt_34,33,level1,cartoon,Screen,2,2,3,9
